sector,market_cap,country,industry,p_e,n,volume,price,ticker,company,change
Consumer Goods,10.44B,USA,Processed & Packaged Goods,19.14,5676,"301,787",102.57,SJM,The J. M. Smucker Company,1.42%
Financial,-,USA,Exchange Traded Fund,-,5677,"504,893",29.51,SJNK,SPDR Barclays Short Term Hi Yld Bd ETF,-0.51%
Services,12.55B,Canada,CATV Systems,16.61,5678,"202,039",27.08,SJR,"Shaw Communications, Inc.",-0.55%
Basic Materials,5.35B,China,Oil & Gas Refining & Marketing,35.56,5625,"8,561",30.94,SHI,Sinopec Shanghai Petrochemical Co. Ltd.,-1.09%
Services,15.95M,Greece,Shipping,0.13,5626,"18,997",1.15,SHIP,Seanergy Maritime Holdings Corp.,-11.54%
Services,3.84B,USA,Department Stores,-,5627,"500,264",36.10,SHLD,Sears Holdings Corporation,0.03%
Basic Materials,1.11B,USA,Chemicals - Major Diversified,21.26,5628,"105,830",38.26,SHLM,"A. Schulman, Inc.",-1.49%
Industrial Goods,278.64M,USA,Metal Fabrication,9.94,5629,"16,070",16.20,SHLO,Shiloh Industries Inc.,-2.70%
Basic Materials,5.25B,USA,Oil & Gas Pipelines,36.89,5630,"887,685",36.52,SHLX,"Shell Midstream Partners, L.P.",-4.92%
Financial,-,USA,Exchange Traded Fund,-,5631,"175,069",24.41,SHM,SPDR Nuveen Barclays ST Muni Bd ETF,0.08%
Financial,3.29B,USA,REIT - Hotel/Motel,55.21,5632,"1,519,983",16.01,SHO,Sunstone Hotel Investors Inc.,-0.06%
Consumer Goods,2.19B,USA,Textile - Apparel Footwear & Accessories,17.40,5633,"229,507",34.10,SHOO,"Steven Madden, Ltd.",0.38%
Technology,472.89M,USA,Communication Equipment,-,5634,"205,255",7.48,SHOR,"ShoreTel, Inc.",-2.48%
Services,298.58M,USA,Department Stores,16.01,5635,"50,635",13.13,SHOS,"Sears Hometown and Outlet Stores, Inc.",-4.37%
Healthcare,42.08B,Ireland,Drug Manufacturers - Major,22.32,5636,"378,021",213.60,SHPG,Shire plc,-0.59%
Financial,-,USA,Exchange Traded Fund,-,5637,"338,579",110.26,SHV,iShares Short Treasury Bond,-0.01%
Basic Materials,23.51B,USA,Specialty Chemicals,28.51,5638,"529,250",244.86,SHW,The Sherwin-Williams Company,1.77%
Financial,-,USA,Exchange Traded Fund,-,5639,"319,686",84.76,SHY,iShares 1-3 Year Treasury Bond,0.04%
Financial,-,USA,Exchange Traded Fund,-,5640,902,25.44,SHYD,Market Vectors Short Hi-Yld Muni ETF,-0.17%
Financial,-,USA,Exchange Traded Fund,-,5656,"8,897",8.26,SILJ,PureFunds ISE Junior Silver ETF,-9.83%
Basic Materials,1.84B,Mexico,Steel & Iron,18.83,5657,"2,225",11.11,SIM,Grupo Simec S.A.B. de C.V.,-1.42%
Technology,429.46M,USA,Semiconductor - Broad Line,42.54,5658,"464,585",5.53,SIMG,"Silicon Image, Inc.",-1.25%
Technology,787.47M,Taiwan,Diversified Electronics,6.04,5659,"173,124",23.36,SIMO,Silicon Motion Technology Corp.,-0.55%
Technology,2.51B,China,Internet Software & Services,48.65,5660,"705,161",37.95,SINA,SINA Corporation,-0.65%
Basic Materials,793.30M,USA,Independent Oil & Gas,12.89,5679,"96,208",17.02,SJT,San Juan Basin Royalty Trust,-1.39%
Utilities,605.99M,USA,Water Utilities,12.02,5680,"38,644",29.94,SJW,SJW Corp.,-2.38%
Healthcare,37.76M,China,Drug Manufacturers - Major,3.19,5681,"9,369",4.34,SKBI,Skystar Bio Pharmaceutical Company,-0.23%
Financial,-,USA,Exchange Traded Fund,-,5682,"10,332",52.35,SKF,ProShares UltraShort Financials,0.00%
Healthcare,280.11M,USA,Long-Term Care Facilities,-,5683,"75,421",6.98,SKH,"Skilled Healthcare Group, Inc.",-1.55%
Financial,-,USA,Exchange Traded Fund,-,5684,"1,409",35.59,SKK,ProShares UltraShort Russell2000 Growth,1.27%
Technology,20.61B,South Korea,Wireless Communications,14.31,5685,"455,855",28.33,SKM,SK Telecom Co. Ltd.,0.46%
Financial,3.51B,USA,REIT - Retail,44.61,5686,"321,539",36.58,SKT,Tanger Factory Outlet Centers Inc.,-0.05%
Consumer Goods,266.77M,USA,Electronic Equipment,72.92,5687,"98,562",9.48,SKUL,"Skullcandy, Inc.",0.11%
Consumer Goods,3.19B,USA,Textile - Apparel Footwear & Accessories,23.89,5688,"496,999",61.41,SKX,Skechers USA Inc.,1.71%
Industrial Goods,32.35M,USA,Manufactured Housing,-,5689,"2,483",3.86,SKY,Skyline Corp.,-0.89%
Utilities,438.08M,Hong Kong,Diversified Utilities,-,5690,"21,407",9.14,SKYS,"Sky Solar Holdings, Ltd.",-9.05%
Services,639.75M,USA,Regional Airlines,54.35,5691,"450,240",12.50,SKYW,SkyWest Inc.,1.30%
Financial,-,USA,Exchange Traded Fund,-,5692,"27,856",28.41,SKYY,First Trust ISE Cloud Computing ETF,0.00%
Technology,1.92B,USA,Semiconductor - Integrated Circuits,51.53,5693,"133,302",45.35,SLAB,Silicon Laboratories Inc.,-1.69%
Basic Materials,110.60B,USA,Oil & Gas Equipment & Services,16.16,5694,"18,875,748",85.95,SLB,Schlumberger Limited,-7.39%
Basic Materials,1.69B,USA,Industrial Metals & Minerals,16.28,5695,"7,134,658",31.42,SLCA,"U.S. Silica Holdings, Inc.",-25.05%
Financial,79.38M,USA,Regional - Mid-Atlantic Banks,26.92,5696,200,7.00,SLCT,"Select Bancorp, Inc.",0.00%
Financial,22.91B,Canada,Property & Casualty Insurance,14.09,5697,"136,792",37.34,SLF,Sun Life Financial Inc.,0.05%
Financial,11.21B,USA,REIT - Retail,33.96,5698,"356,033",116.14,SLG,SL Green Realty Corp.,0.23%
Consumer Goods,3.19B,USA,Packaging & Containers,17.71,5699,"65,975",50.46,SLGN,Silgan Holdings Inc.,0.66%
Technology,3.59B,USA,Application Software,-,5700,"183,852",52.67,SLH,Solera Holdings Inc.,-0.34%
Technology,159.35M,USA,Diversified Electronics,13.41,5701,"6,354",38.49,SLI,SL Industries Inc.,0.76%
Financial,4.10B,USA,Credit Services,11.39,5702,"1,385,154",9.68,SLM,SLM Corporation,0.41%
Technology,103.92M,USA,Business Software & Services,35.33,5703,"5,970",6.36,SLP,"Simulations Plus, Inc.",1.60%
Technology,1.53B,USA,Networking & Communication Devices,23.94,5721,"145,730",33.28,SMCI,"Super Micro Computer, Inc.",-1.57%
Financial,-,USA,Exchange Traded Fund,-,5722,"28,680",38.56,SMDD,ProShares UltraPro Short MidCap400,2.47%
Financial,-,USA,Exchange Traded Fund,-,5704,"4,417",50.37,SLQD,iShares 0-5 Year Invmt Grd Corp Bd,-0.14%
Financial,780.41M,USA,Diversified Investments,11.01,5705,"79,072",18.38,SLRC,Solar Capital Ltd.,-0.43%
Technology,43.12M,USA,Internet Software & Services,-,5706,"8,106",5.55,SLTC,"Selectica, Inc.",-8.11%
Financial,-,USA,Exchange Traded Fund,-,5707,"13,574,176",14.83,SLV,iShares Silver Trust,-6.55%
Financial,-,USA,Exchange Traded Fund,-,5708,"71,815",11.32,SLVO,Credit Suisse Silver Shares Cov Call ETN,-4.87%
Financial,-,USA,Exchange Traded Fund,-,5709,"19,664",8.81,SLVP,iShares MSCI Global Silver Miners,-8.04%
Basic Materials,7.27B,Canada,Silver,29.29,5710,"4,699,725",19.92,SLW,Silver Wheaton Corp.,-6.96%
Financial,-,USA,Exchange Traded Fund,-,5711,"7,618",39.50,SLX,Market Vectors Steel ETF,-3.47%
Healthcare,6.54B,USA,Drugs - Generic,-,5712,"487,758",102.69,SLXP,Salix Pharmaceuticals Ltd.,-0.54%
Financial,-,USA,Exchange Traded Fund,-,5713,"4,230",105.66,SLY,SPDR S&P 600 Small Cap ETF,-0.56%
Financial,-,USA,Exchange Traded Fund,-,5714,"2,257",179.42,SLYG,SPDR S&P 600 Small Cap Growth ETF,-1.56%
Financial,-,USA,Exchange Traded Fund,-,5715,"3,009",110.11,SLYV,SPDR S&P 600 Small Cap Value ETF,-1.23%
Basic Materials,2.93B,USA,Independent Oil & Gas,8.69,5716,"1,480,328",43.45,SM,SM Energy Company,-16.71%
Healthcare,338.33M,USA,Medical Appliances & Equipment,-,5717,"5,618,369",9.01,SMA,"Symmetry Medical, Inc.",-1.10%
Industrial Goods,66.62M,USA,Waste Management,87.20,5723,"26,450",4.36,SMED,Sharps Compliance Corp.,-4.18%
Financial,-,USA,Exchange Traded Fund,-,5724,0,50.80,SMEZ,SPDR EURO STOXX Small Cap ETF,0.00%
Financial,52.69B,Japan,Foreign Regional Banks,7.96,5725,"637,295",7.56,SMFG,"Sumitomo Mitsui Financial Group, Inc.",-0.26%
Basic Materials,3.74B,USA,Agricultural Chemicals,23.21,5726,"228,084",61.03,SMG,The Scotts Miracle-Gro Company,0.36%
Financial,-,USA,Exchange Traded Fund,-,5727,"1,716,027",55.55,SMH,Market Vectors Semiconductor ETF,0.67%
Technology,3.54B,China,Semiconductor - Integrated Circuits,27.00,5728,"53,739",5.13,SMI,Semiconductor Manufacturing International Corp.,0.20%
Financial,-,USA,Exchange Traded Fund,-,5729,"33,918",34.17,SMIN,iShares MSCI India Small-Cap,0.29%
Technology,8.97M,USA,Scientific & Technical Instruments,-,5730,"2,000",3.00,SMIT,"Schmitt Industries, Inc.",3.45%
Financial,-,USA,Exchange Traded Fund,-,5731,300,20.57,SMK,ProShares UltraShort MSCI Mexico Cpd IMI,5.43%
Financial,-,USA,Exchange Traded Fund,-,5732,"2,402",126.99,SMLL,Direxion Daily Small Cap Bull 2X ETF,-2.85%
Utilities,2.73B,USA,Gas Utilities,61.35,5733,"67,921",45.40,SMLP,"Summit Midstream Partners, LP",-5.61%
Healthcare,13.89M,USA,Medical Appliances & Equipment,-,5734,0,2.95,SMLR,Semler Scientific Inc,0.00%
Financial,-,USA,Exchange Traded Fund,-,5735,"12,673",77.22,SMLV,SPDR Russell 2000 Low Volatility ETF,0.27%
Financial,89.45M,USA,Regional - Mid-Atlantic Banks,10.52,5736,260,11.99,SMMF,Summit Financial Group Inc.,5.83%
Services,632.61M,USA,Apparel Stores,27.84,5741,"53,469",14.20,SMRT,Stein Mart Inc.,-0.77%
Technology,45.91M,USA,Application Software,-,5742,"32,761",1.02,SMSI,Smith Micro Software Inc.,-0.97%
Conglomerates,11.42M,USA,Conglomerates,-,5718,0,9.93,SMAC,Sino Mercury Acquisition Corp.,0.00%
Financial,-,USA,Exchange Traded Fund,-,5719,"11,469",17.61,SMB,Market Vectors Short Municipal ETF,-0.02%
Financial,139.86M,USA,Savings & Loans,12.43,5720,"1,585",37.80,SMBC,"Southern Missouri Bancorp, Inc.",-0.53%
Financial,-,USA,Exchange Traded Fund,-,5737,"2,360",50.40,SMMU,PIMCO Short Term Municipal Bond Actv ETF,-0.24%
Financial,-,USA,Exchange Traded Fund,-,5738,"19,276",29.09,SMN,ProShares UltraShort Basic Materials,5.51%
Consumer Goods,873.25M,USA,Auto Parts,17.42,5739,"31,609",38.15,SMP,Standard Motor Products Inc.,-0.42%
Financial,122.60M,USA,Savings & Loans,22.73,5740,"4,470",16.59,SMPL,"Simplicity Bancorp, Inc.",-0.18%
Technology,176.16M,Canada,Computer Based Systems,8.00,5743,"76,812",1.44,SMT,Smart Technologies Inc.,9.09%
Technology,1.71B,USA,Semiconductor - Integrated Circuits,-,5744,"134,322",25.46,SMTC,Semtech Corporation,-1.24%
Technology,35.48M,USA,Internet Service Providers,22.45,5745,"3,502",6.51,SMTP,"SMTP, Inc.",-1.96%
Technology,28.24M,Canada,Printed Circuit Boards,-,5746,"2,530",1.72,SMTX,SMTC Corporation,-2.27%
Basic Materials,661.59M,USA,Independent Oil & Gas,51.32,5747,"3,685,620",11.29,SN,Sanchez Energy Corporation,-29.48%
Industrial Goods,7.86B,USA,Small Tools & Accessories,19.96,5748,"180,979",135.33,SNA,Snap-on Incorporated,-0.55%
Consumer Goods,269.71M,USA,Processed & Packaged Goods,30.02,5749,"26,227",13.81,SNAK,"Inventure Foods, Inc.",0.58%
Financial,344.84M,USA,Regional - Northeast Banks,-,5750,"10,112",18.55,SNBC,Sun Bancorp Inc.,-2.21%
Financial,522.15M,USA,Property & Casualty Insurance,24.58,5751,"16,260",11.80,SNC,"State National Companies, Inc.",2.61%
Technology,1.82B,USA,Application Software,43.70,5752,"342,505",42.83,SNCR,"Synchronoss Technologies, Inc.",-2.37%
Technology,22.83B,USA,Data Storage Devices,21.46,5753,"1,580,639",103.46,SNDK,SanDisk Corp.,-0.77%
Consumer Goods,24.59B,Japan,Electronic Equipment,-,5754,"1,721,130",21.99,SNE,Sony Corporation,1.38%
Financial,67.09M,USA,Credit Services,10.18,5755,"6,008",5.09,SNFCA,Security National Financial Corp.,1.60%
Healthcare,15.28B,United Kingdom,Medical Appliances & Equipment,30.99,5761,"726,679",34.71,SNN,Smith & Nephew plc,-2.94%
Services,482.94M,USA,General Entertainment,-,5762,"29,800",10.72,SNOW,"Intrawest Resorts Holdings, Inc.",-2.10%
Basic Materials,93.30B,China,Major Integrated Oil & Gas,8.78,5763,"145,106",80.85,SNP,China Petroleum & Chemical Corp.,-3.06%
Financial,4.59B,USA,REIT - Healthcare Facilities,22.76,5756,"1,333,357",22.53,SNH,Senior Housing Properties Trust,0.94%
Industrial Goods,1.07B,USA,Industrial Equipment & Components,25.49,5757,"22,476",40.27,SNHY,Sun Hydraulics Corp.,-2.28%
Services,10.72B,USA,Broadcasting - TV,21.71,5758,"237,184",78.17,SNI,"Scripps Networks Interactive, Inc.",0.26%
Financial,-,USA,Exchange Traded Fund,-,5759,"28,089",19.58,SNLN,Highland/iBoxx Senior Loan ETF,0.05%
Basic Materials,252.36M,USA,Specialty Chemicals,-,5760,"717,246",5.82,SNMX,Senomyx Inc.,6.79%
Technology,6.76B,USA,Semiconductor Equipment & Materials,26.78,5764,"217,320",43.39,SNPS,Synopsys Inc.,0.46%
Healthcare,144.92M,USA,Biotechnology,-,5765,"1,275,844",2.34,SNSS,"Sunesis Pharmaceuticals, Inc.",4.00%
Healthcare,345.21M,USA,Biotechnology,-,5766,"653,593",3.17,SNTA,Synta Pharmaceuticals Corp.,1.28%
Financial,3.53B,USA,Regional - Mid-Atlantic Banks,21.18,5767,"593,483",25.84,SNV,Synovus Financial Corporation,-1.30%
Services,2.81B,USA,Business Services,16.77,5768,"70,806",71.44,SNX,SYNNEX Corp.,-0.82%
Healthcare,127.80B,France,Drug Manufacturers - Major,25.28,5769,"565,469",48.29,SNY,Sanofi,0.42%
Utilities,42.68B,USA,Electric Utilities,20.27,5770,"3,030,153",47.43,SO,Southern Company,1.30%
Financial,49.84M,USA,Regional - Southeast Banks,18.47,5771,604,7.02,SOCB,Southcoast Financial Corp.,0.14%
Financial,-,USA,Exchange Traded Fund,-,5772,"20,810",19.12,SOCL,Global X Social Media Index ETF,-0.78%
Consumer Goods,461.58M,Israel,Beverages - Soft Drinks,16.78,5773,"289,683",21.98,SODA,SodaStream International Ltd.,-0.99%
Technology,36.77M,USA,Application Software,-,5774,820,8.30,SOFO,"Sonic Foundry, Inc.",-1.31%
Financial,78.96M,USA,REIT - Hotel/Motel,35.57,5775,"11,229",7.47,SOHO,Sotherly Hotels Inc.,-0.27%
Technology,1.95B,China,Internet Information Providers,-,5776,"132,809",50.61,SOHU,Sohu.com Inc.,0.00%
Financial,-,USA,Exchange Traded Fund,-,5777,"1,342",10.87,SOIL,Global X Fertilizers/Potash ETF,-1.81%
Technology,183.29M,China,Semiconductor - Specialized,-,5778,"2,421,588",1.80,SOL,ReneSola Ltd.,-8.63%
Consumer Goods,4.25B,USA,Packaging & Containers,18.11,5779,"215,999",42.02,SON,Sonoco Products Co.,0.48%
Financial,142.98M,USA,Regional - Mid-Atlantic Banks,19.86,5780,"2,328",11.72,SONA,Southern National Bancorp of Virginia Inc.,-0.25%
Utilities,2.71B,USA,Gas Utilities,29.03,5801,"104,505",45.00,SPH,"Suburban Propane Partners, L.P.",-1.01%
Financial,-,USA,Exchange Traded Fund,-,5802,"157,041",34.43,SPHB,PowerShares S&P 500 High Beta ETF,-1.06%
Financial,-,USA,Exchange Traded Fund,-,5803,"68,344",32.78,SPHD,PowerShares S&P 500 High Dividend ETF,0.21%
Financial,-,USA,Exchange Traded Fund,-,5804,"45,315",23.27,SPHQ,PowerShares S&P 500 High Quality ETF,0.17%
Services,1.44B,USA,Restaurants,31.99,5781,"394,871",27.19,SONC,Sonic Corp.,1.76%
Services,6.95M,USA,Education & Training Services,-,5821,"4,321",1.50,SPRO,SmartPros Ltd.,-6.25%
Healthcare,39.86M,USA,Drugs - Generic,-,5805,"22,609",2.37,SPHS,"Sophiris Bio, Inc.",0.66%
Technology,4.58B,Taiwan,Semiconductor Equipment & Materials,13.00,5806,"466,028",7.41,SPIL,Siliconware Precision Industries Co. Ltd.,0.00%
Utilities,192.64M,USA,Electric Utilities,6.37,5807,"5,093",14.01,SPKE,"Spark Energy, Inc.",-0.78%
Technology,8.05B,USA,Application Software,-,5808,"659,916",67.10,SPLK,"Splunk, Inc.",-1.34%
Conglomerates,507.75M,USA,Conglomerates,12.98,5809,"3,928",18.43,SPLP,Steel Partners Holdings L.P,-0.65%
Services,9.00B,USA,"Specialty Retail, Other",14.96,5810,"3,930,175",14.06,SPLS,"Staples, Inc.",1.01%
Financial,-,USA,Exchange Traded Fund,-,5811,"406,448",37.59,SPLV,PowerShares S&P 500 Low Volatility ETF,0.48%
Basic Materials,2.94B,USA,Oil & Gas Equipment & Services,-,5812,"3,770,373",19.31,SPN,"Superior Energy Services, Inc.",-17.41%
Healthcare,1.38B,USA,Medical Appliances & Equipment,-,5813,"276,376",32.83,SPNC,The Spectranetics Corporation,1.67%
Technology,353.56M,Israel,Business Software & Services,26.50,5814,"19,520",7.42,SPNS,Sapiens International Corporation N.V.,-2.75%
Technology,343.84M,USA,Wireless Communications,16.02,5815,"36,846",15.86,SPOK,"Spok Holdings, Inc.",-2.22%
Basic Materials,65.55M,South Africa,Independent Oil & Gas,-,5816,"158,510",2.28,SPP,Sanchez Production Partners LLC,-6.94%
Healthcare,474.20M,USA,Biotechnology,-,5817,"342,055",7.21,SPPI,"Spectrum Pharmaceuticals, Inc.",-2.30%
Financial,-,USA,Exchange Traded Fund,-,5818,"109,917",8.78,SPPP,Sprott Physical Platinum and Pa,-0.57%
Financial,10.58M,USA,REIT - Hotel/Motel,-,5819,500,2.25,SPPR,"Supertel Hospitality, Inc.",0.00%
Technology,914.38M,USA,Communication Equipment,-,5782,"535,531",3.70,SONS,"Sonus Networks, Inc.",-0.54%
Financial,604.03M,USA,Closed-End Fund - Equity,4.63,5783,"8,133",69.83,SOR,Sora Capital Corp.,-0.19%
Consumer Goods,79.36M,China,Auto Manufacturers - Major,7.47,5784,"9,479",4.11,SORL,"SORL Auto Parts, Inc.",-3.29%
Financial,-,USA,Exchange Traded Fund,-,5785,"102,809",135.00,SOXL,Direxion Daily Semicondct Bull 3X ETF,0.57%
Financial,-,USA,Exchange Traded Fund,-,5786,"151,604",13.78,SOXS,Direxion Daily Semicondct Bear 3X ETF,-0.93%
Financial,612.03M,USA,Exchange Traded Fund,-,5787,"111,294",93.44,SOXX,iShares PHLX SOX Semiconductor Sector,0.28%
Financial,-,USA,Exchange Traded Fund,-,5788,"16,628",20.73,SOYB,Teucrium Soybean ETF,-2.81%
Technology,250.29M,USA,Diversified Electronics,23.25,5789,"20,547",24.88,SPA,Sparton Corp.,-1.58%
Healthcare,57.93M,USA,Medical Appliances & Equipment,22.49,5790,875,19.57,SPAN,Span-America Medical Systems Inc.,1.90%
Consumer Goods,170.74M,USA,Trucks & Other Vehicles,-,5791,"37,738",5.01,SPAR,Spartan Motors Inc.,-1.76%
Consumer Goods,4.85B,USA,Personal Products,37.85,5792,"330,711",91.97,SPB,"Spectrum Brands Holdings, Inc.",2.20%
Technology,158.39M,Israel,Security Software & Services,23.80,5793,"13,512",11.90,SPCB,SuperCom Ltd.,0.85%
Technology,110.93M,USA,Internet Software & Services,68.33,5822,"72,877",2.05,SPRT,"Support.com, Inc.",-0.97%
Technology,948.80M,USA,Application Software,448.31,5823,"18,126",58.28,SPSC,"SPS Commerce, Inc.",-2.12%
Services,874.87M,USA,Food Wholesale,37.63,5824,"66,378",23.33,SPTN,SpartanNash Company,-0.93%
Consumer Goods,29.07M,China,Beverages - Soft Drinks,2.95,5825,"44,110",1.09,SPU,"SkyPeople Fruit Juice, Inc.",1.87%
Financial,-,USA,Exchange Traded Fund,-,5826,"12,763",141.59,SPUU,Direxion Daily S&P 500 Bull 2X ETF,-0.44%
Industrial Goods,3.68B,USA,Diversified Machinery,7.73,5827,"403,307",89.69,SPW,SPX Corporation,-3.40%
Consumer Goods,294.83M,USA,Sporting Goods,27.12,5828,"226,162",7.05,SPWH,"Sportsman's Warehouse Holdings, Inc.",0.86%
Technology,3.70B,USA,Semiconductor - Specialized,32.74,5829,"1,409,048",28.16,SPWR,SunPower Corporation,-4.32%
Financial,-,USA,Exchange Traded Fund,-,5830,"8,042",30.65,SPXH,VelocityShares Volatility Hdgd Lg Cp ETF,-0.42%
Financial,-,USA,Exchange Traded Fund,-,5831,"621,531",89.22,SPXL,Direxion Daily S&P500 Bull 3X ETF,-0.62%
Financial,-,USA,Exchange Traded Fund,-,5832,"689,518",20.74,SPXS,Direxion Daily S&P500 Bear 3X ETF,0.63%
Financial,-,USA,Exchange Traded Fund,-,5833,"1,337,766",38.23,SPXU,ProShares UltraPro Short S&P500,0.71%
Financial,-,USA,Exchange Traded Fund,-,5834,"57,887,448",207.20,SPY,SPDR S&P 500 ETF,-0.21%
Financial,-,USA,Exchange Traded Fund,-,5835,"16,570",97.95,SPYG,SPDR S&P 500 Growth ETF,-0.06%
Financial,-,USA,Exchange Traded Fund,-,5836,"3,833",101.66,SPYV,SPDR S&P 500 Value ETF,-0.51%
Consumer Goods,470.38M,USA,Textile - Apparel Clothing,42.48,5837,"88,926",12.32,SQBG,"Sequential Brands Group, Inc.",-0.88%
Industrial Goods,6.09B,USA,Aerospace/Defense Products & Services,-,5820,"350,437",43.11,SPR,"Spirit AeroSystems Holdings, Inc.",-0.30%
Services,195.75M,USA,Computers Wholesale,-,5794,"106,806",2.97,SPDC,"Speed Commerce, Inc.",1.02%
Financial,-,USA,Closed-End Fund - Equity,-,5795,"2,792",17.05,SPE,"Special Opportunities Fund, Inc.",0.12%
Services,34.58M,USA,Business Services,-,5796,"298,936",1.21,SPEX,Spherix Incorporated,-5.47%
Industrial Goods,2.11B,USA,Residential Construction,11.98,5797,"1,130,952",7.55,SPF,Standard Pacific Corp.,0.00%
Financial,-,USA,Exchange Traded Fund,-,5798,"72,427",14.80,SPFF,Global X SuperIncome Preferred ETF,0.07%
Financial,56.83B,USA,REIT - Retail,41.56,5799,"826,748",180.80,SPG,Simon Property Group Inc.,0.06%
Financial,-,USA,Exchange Traded Fund,-,5800,0,54.30,SPGH,UBS ETRACS S&P 500 Gold Hedged ETN,0.00%
Financial,613.82M,USA,Money Center Banks,18.92,5838,"21,731",21.38,SQBK,"Square 1 Financial, Inc.",-3.78%
Technology,410.47M,USA,Application Software,-,5839,"86,843",14.91,SQI,"SciQuest, Inc.",-2.23%
Basic Materials,6.64B,Chile,Chemicals - Major Diversified,23.12,5840,"453,280",25.20,SQM,Chemical & Mining Co. of Chile Inc.,-3.08%
Healthcare,352.14M,USA,Biotechnology,-,5841,"676,972",3.00,SQNM,Sequenom Inc.,-6.25%
Technology,84.02M,France,Semiconductor - Integrated Circuits,-,5842,"97,797",1.42,SQNS,Sequans Communications S.A.,-1.39%
Financial,-,USA,Exchange Traded Fund,-,5843,"2,605,466",28.24,SQQQ,ProShares UltraPro Short QQQ,-1.43%
Consumer Goods,37.83M,USA,Office Supplies,-,5844,"2,601",4.13,SR,The Standard Register Company,-1.20%
Financial,4.67B,USA,REIT - Diversified,-,5845,"1,368,637",11.71,SRC,"Spirit Realty Capital, Inc.",0.00%
Financial,728.21M,USA,Regional - Midwest Banks,12.93,5846,"12,953",30.52,SRCE,1st Source Corporation,-2.27%
Industrial Goods,10.95B,USA,Waste Management,34.56,5847,"223,915",128.92,SRCL,"Stericycle, Inc.",0.64%
Healthcare,285.74M,USA,Diagnostic Substances,23.88,5848,"61,786",21.01,SRDX,"SurModics, Inc.",-1.96%
Utilities,27.51B,USA,Diversified Utilities,24.40,5849,"663,967",111.73,SRE,Sempra Energy,0.05%
Technology,341.03M,USA,Business Software & Services,-,5850,"222,002",4.07,SREV,"ServiceSource International, Inc.",-0.49%
